id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
EN-REF-041,EN,bull market,bull,market,I,1.23,human_type_score,N2,neutral,These are bull markets,bull markets,"[2, 4]",good markets,markets,animal retail,lithuanian force || whistleblower program || point amusement || gas activity || war facility,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-042,EN,busy bee,busy,bee,I,0.88,human_type_score,S1,naturalistic,i love being a busy bee but i would like a bit of ' jill ' time .,busy bee,"[4, 6]",busy person,bee || busy,unavailable bumblebee || fussy drone || fussy insect || interfering drone || interfering insect,sympathetic chord || rotating host || wartime footing || surgical oncologist || aggressive mimic,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-042,EN,busy bee,busy,bee,I,0.88,human_type_score,S2,naturalistic,"he was the busy bee of the party , but it was pleasant to hear him humming .",busy bee,"[3, 5]",busy person,bee || busy,unavailable bumblebee || fussy drone || fussy insect || interfering drone || interfering insect,sympathetic chord || rotating host || wartime footing || surgical oncologist || aggressive mimic,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-042,EN,busy bee,busy,bee,I,0.88,human_type_score,S3,naturalistic,busy like a busy bee you may have noticed that i have been very quiet of late .,busy bee,"[3, 5]",busy person,bee || busy,unavailable bumblebee || fussy drone || fussy insect || interfering drone || interfering insect,sympathetic chord || rotating host || wartime footing || surgical oncologist || aggressive mimic,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-042,EN,busy bee,busy,bee,I,0.88,human_type_score,N1,neutral,This is a busy bee,busy bee,"[3, 5]",busy person,bee || busy,unavailable bumblebee || fussy drone || fussy insect || interfering drone || interfering insect,sympathetic chord || rotating host || wartime footing || surgical oncologist || aggressive mimic,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-042,EN,busy bee,busy,bee,I,0.88,human_type_score,N2,neutral,These are busy bees,busy bees,"[2, 4]",busy bodies,bees,unavailable bumblebees,sympathetic chord || rotating host || wartime footing || surgical oncologist || aggressive mimic,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-043,EN,cable car,cable,car,PC,2.68,human_type_score,S1,naturalistic,here you have a choice - it is either 588 steps down or take the cable car .,cable car,"[15, 17]",trolley,car || cable,cord automobile || telegram auto || telegram automobile || wire auto || wire automobile,information geometry || western advance || activity independent || black attempt || cosmological history,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-043,EN,cable car,cable,car,PC,2.68,human_type_score,S2,naturalistic,"i pestered the owners if the cable car was running , finding it hard to believe them , but eventually accepting the fact that it was .",cable car,"[6, 8]",trolley,car || cable,cord automobile || telegram auto || telegram automobile || wire auto || wire automobile,information geometry || western advance || activity independent || black attempt || cosmological history,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-043,EN,cable car,cable,car,PC,2.68,human_type_score,S3,naturalistic,every day offers a new and exciting trip as cable cars and funicular railways transport you throughout the region with absolute swiss precision .,cable cars,"[9, 11]",trolleys,cars || cable,cord automobiles || telegram autos || telegram automobiles || wire autos || wire automobiles,information geometry || western advance || activity independent || black attempt || cosmological history,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-043,EN,cable car,cable,car,PC,2.68,human_type_score,N1,neutral,This is a cable car,cable car,"[3, 5]",trolley,car || cable,cord automobile || telegram auto || telegram automobile || wire auto || wire automobile,information geometry || western advance || activity independent || black attempt || cosmological history,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-043,EN,cable car,cable,car,PC,2.68,human_type_score,N2,neutral,These are cable cars,cable cars,"[2, 4]",trams,cars,cord automobiles,information geometry || western advance || activity independent || black attempt || cosmological history,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-044,EN,calendar month,calendar,month,C,4.23,human_type_score,S1,naturalistic,bookings made within 2 calendar months of the holiday start date must be paid in full .,calendar months,"[4, 6]",periods,months || calendar,agenda seasons || arrangement dates || arrangement moons || organization dates || organization moons,percent fuel || electoral strategy || ensemble format || smaller planet || possible suspect,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-044,EN,calendar month,calendar,month,C,4.23,human_type_score,S2,naturalistic,application forms must arrive with elcas within one calendar month of the end of your chosen registration window .,calendar month,"[8, 10]",period,month || calendar,agenda season || arrangement date || arrangement moon || organization date || organization moon,percent fuel || electoral strategy || ensemble format || smaller planet || possible suspect,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-044,EN,calendar month,calendar,month,C,4.23,human_type_score,S3,naturalistic,research students may begin their studies on the first day of any calendar month .,calendar month,"[12, 14]",period,month || calendar,agenda season || arrangement date || arrangement moon || organization date || organization moon,percent fuel || electoral strategy || ensemble format || smaller planet || possible suspect,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-044,EN,calendar month,calendar,month,C,4.23,human_type_score,N1,neutral,This is a calendar month,calendar month,"[3, 5]",period,month || calendar,agenda season || arrangement date || arrangement moon || organization date || organization moon,percent fuel || electoral strategy || ensemble format || smaller planet || possible suspect,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-044,EN,calendar month,calendar,month,C,4.23,human_type_score,N2,neutral,These are calendar months,calendar months,"[2, 4]",month,months,agenda seasons,percent fuel || electoral strategy || ensemble format || smaller planet || possible suspect,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-045,EN,call centre,call,centre,C,4.66,human_type_score,S1,naturalistic,results private from the employee operator - particularly useful in an environment such as a call centre where higher levels of insider theft traditionally occur . uru ? allows the employee to,call centre,"[15, 17]",answering service,centre || call,ring buzz || cry center || cry middle || outcry center || outcry middle,rate differential || complete article || top hierarchy || specific allocation || crucial security,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-045,EN,call centre,call,centre,C,4.66,human_type_score,S2,naturalistic,reduce costs . the most obvious way to cut these costs is by driving expensive call centre interactions onto the web . as the pressure grows to meet the targets set out,call centre,"[15, 17]",answering service,centre || call,ring buzz || cry center || cry middle || outcry center || outcry middle,rate differential || complete article || top hierarchy || specific allocation || crucial security,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-045,EN,call centre,call,centre,C,4.66,human_type_score,S3,naturalistic,"of investment in adria over the last few years together with seagate and a major call centre with stream . increasingly in an international business environment , competition had grown considerably .",call centre,"[15, 17]",answering service,centre || call,ring buzz || cry center || cry middle || outcry center || outcry middle,rate differential || complete article || top hierarchy || specific allocation || crucial security,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-045,EN,call centre,call,centre,C,4.66,human_type_score,N1,neutral,This is a call centre,call centre,"[3, 5]",answering service,centre || call,ring buzz || cry center || cry middle || outcry center || outcry middle,rate differential || complete article || top hierarchy || specific allocation || crucial security,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-045,EN,call centre,call,centre,C,4.66,human_type_score,N2,neutral,These are call centres,call centres,"[2, 4]",contact centres,centres,ring buzzes,rate differential || complete article || top hierarchy || specific allocation || crucial security,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-046,EN,car park,car,park,C,4.2,human_type_score,S1,naturalistic,"delightful en - suite bedrooms , cosy dining room and conservatory lounge overlooking our gardens and private car park . non smoking . waterbury guest house murthly terrace , birnam , perthshire , ph",car park,"[17, 19]",parking lot,park || car,automobile place || auto parkland || auto commons || automobile parkland || automobile commons,work despite || policy status || roads important || sax work || apocalyptic work,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-046,EN,car park,car,park,C,4.2,human_type_score,S2,naturalistic,on the left . we are the building on the left as you enter the car park . directions from railway station turn right from station and then right again at mini,car park,"[15, 17]",parking lot,park || car,automobile place || auto parkland || auto commons || automobile parkland || automobile commons,work despite || policy status || roads important || sax work || apocalyptic work,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
